,text,id,score,topic_id,label
219,dear team info pinjaman 212019fb01 november proses pembiayaan cair mohon dibantu follow up ya sudah meleset dijanjikan makasih ya,1860,0.5167429528494921,11,1
220,sudah bisa filter pinjaman sudah alokasikan dana ya,1590,0.5157481773033925,11,2
221,jd error ya aplikasinya close,1729,0.5142480236499951,11,2
222,udah ta email gak ada balasan hajaoaeyqp,1594,0.5142382069522393,11,2
223,portfolio berkurang tiba2 kejelasan cashflow fraud penipuan glitch aplikasi,1144,0.5141998590705142,11,1
224,buka aplikasi mentok ya mohon bantuannya fsab3xlrfp,1710,0.5141925960060982,11,2
225,kalo grade a duit pendanaan bisa kalo grade b kalo grade c seinget gitu sistemnya si kw ganti super transparan niatan pengen narik ganti fintech,1447,0.5141633325372277,11,2
226,taroh duit gede bisa deg deg an wkwwkwk untung gw iseng2 wkwkwkq,1722,0.5141350461782059,11,2
227,min aplikasi webnya dibenerin dnk lemot bngt ya skrg loadingnya,1621,0.5141250373114485,11,2
228,min dah niat bgt neh gw status ... b7lqtiypan,591,0.5141139758782329,11,2
229,daku rumah teh sudah wfh minggu,754,0.5140910420790468,11,2
230,kalo ada tetangga elu malingan gimana cobak lu rumah,821,0.5140893350324738,11,2
231,aplikasinya ga ada min ku masalahin,1954,0.5139732257632577,11,2
232,bisa login errornya email temukan tolong bantu dkykmozd76,1812,0.5139732189598024,11,2
233,thx admin sudah bisa gunain uninstal instal lg,1716,0.5137799260950507,11,2
234,hai admin info pocophone f1 gk bisa buka halaman detail koin p2p k1uemhy9xo,421,0.5134262840548253,11,2
235,min akun ada pembayaran maret cair ya,664,0.5125507278180963,11,1
236,bro knp yah akun kaga jd krn thanks,1560,0.5125379186106593,11,2
237,gak bisa masuk akun sy bisa dibantu,1802,0.5124344600500418,11,2
238,halo kampanyeku ya februari statusnya mohon bantuannya terimakasih dmj9v5hfsb,1003,0.5117871082185872,11,2
239,member email wikananto gmail account value tiba2 berkurang 1jt apapun mohon konfirmasinya,263,0.5117227403288885,11,1
240,teh alhamdulilah rumah nih udah seminggu smoga tuh virus corona pergi jauh2 ya teh,758,0.5115599163511753,11,2
241,hai nanya sbg lender ada piutang jatuh tempo sdh sebulan follow up menghubungi thanks,1854,0.5108626992338094,11,1
242,kemarin ga bisa buka ya muncul tampilan pohon natal,1645,0.5108490509166262,11,2
243,agresif pendanaan bgt terpenuhi proses disbursement jg oh ya jg ada robokoin jdnya shadowbanking investree konservatif pendanaan terpenuhi tenor pendek bln komunikatif utk penyelesaian default,1174,0.5102089221398658,11,2
244,nggak kerasa udah tanggal februari nih kemarin merayakan pergantian ah ya belajar ttg financial salah menarik perhatianku,1367,0.5092112117396395,11,2
245,sudah kirim email sesuai petunjuk dm dibalas balas min qqlofmn4fw,283,0.5089823790247481,11,1
246,sudah kirim email sesuai petunjuk dm dibalas balas min,284,0.5089823790247481,11,1
247,sudah bisa masuk tp otp nya gak terima2 sudah resend 3x gak ada sms masuk solusinya,1803,0.5089461263631224,11,2
248,update terbaru bisa login aplikasi kendalanya ya force close,1730,0.5072192806678688,11,2
249,aplikasi sempurna knp dilaunching gimana orang percaya simpan uang kalo,1767,0.5050912433799691,11,2
250,halo min nanya gunain koin gmna ya koin gak bisa beli koinrobo,1016,0.5038180800415403,11,1
251,tau pengalaman kalo ada udah pakai terima kasih,14,0.5036492723503723,11,2
252,min dana jatem april koq masuk oasang status dm ga baca,351,0.5034027356236833,11,1
253,nya jd lemot liat schedule repayment muncul dr agustus enakan deh bisa liat bulannya dpt imbal brp outstanding brp jd emosi,1728,0.5033213560594915,11,1
254,halo min mohon cek dm ya ada kendala ttg withdrawal penulisan nomor rekening via email slow respon makasih,1732,0.5013533925649889,11,1
255,min tebar promo gak ada produk bisa pendanaan sudah produk tersedia grade c d 7zanvkssq9,1896,0.4999164745833522,11,2
256,halo masuk stlah aplikasi ga bisa mentok otp ga masuk2 smsnya,1766,0.4992146627035727,11,2
257,min gak bisa set up bank account gak bisa withdrawal ada solusi,1574,0.4988431848084679,11,2
258,sudah seminggu pengajuan pinjaman proses ya bu,1002,0.4978249502376405,11,2
259,dear pinjaman npl investasi koin ga ada provision fundnya ya komplain ui tampilannya ga transparan scrolling pinjaman muncul tampilan,1434,0.497597561654265,11,2
260,ada invest sampe uangku gak ga tp aware bgt invest mi lisensi bisa bermasalah agi ya kayak jouska,84,0.4975963948327646,11,2
261,ditunggu updatenya yah min sempet bingung login via web disuruh buka aplikasi pas buka aplikasi disuruh kunjungi alamat url maunya coba kirain berubah super appnya bisa invest reksadana bisa 5szvklyoju,1811,0.497313641812565,11,2
262,ada dm gitu ya udah udah tanem investasi ga secepatnya giving them benefit of doubt,8,0.4934514557055214,11,2
263,cuy tolong penarikan prosesnya udah nunggu cair kasih tau rejected,1530,0.4927137846154489,11,1
264,min coba withdraw bank pake apps terbaru koq gak bisa mohon bantuannya,1724,0.4918568269483893,11,1
265,mah sih udah bunga segini rezekilah ya invest bantu orang klztx6bd6t,1199,0.4863027999438565,11,2
266,kasih pendanaan jatuh tempo oct terbayarkan ada follow up grade a3,1100,0.485652646561043,11,1
267,kasih pendanaan jatuh tempo oct terbayarkan ada follow up grade a3,1101,0.485652646561043,11,1
268,dear bisa mengakses dati aplikasi sdh install ulang,1717,0.4833003263449396,11,2
269,hey cs lu kerja gak sih tiket udah ada balasan superapp not only on good design or you build with native script superapp should be have a good customer service sorry this the second time i send ticket and no any update or response pthzhyjpoz,1177,0.4818908374563914,11,2
270,bikin excited tuh pas ada bunga huaaaa mah gede deposito gvvae4iqgt,1279,0.4804782051781618,11,2
271,"Kua Jing Dian Shang [()] Wai Mao Ya Ma Xun koinworksJie Shao koinworksPing Tai Li Yong Zi Shen Yan Fa De Ji Qi Xue Xi Ji Zhu Jiang Jie Kuan Ren Yu Qian Zai Dai Kuan Ren Jin Xing Pi Pei ,Zhong Dian Jie Jue Zhong Di Shou Ru Ge Ren Ji Xiao Wei Qi Ye De Rong Zi Xu Qiu . Ping Tai Yun Xu Jie Kuan Ren Zai Wang Shang Shen Qing Mei Yue Di Li Lu De Dai Kuan ,Fan Wei Nang Yuan Wen Lian Jie ikjzd w 7p3blztkvb",63,0.4794560586155204,11,2
272,min gak dijawab2 dm miminnya kena dampak wfh gak ada kuota internet ya,713,0.47932627908288894,11,1
273,mohon penjelasan detil id pinjaman 2120190e41 2120193c23 id pinjaman sdh status terlambat bayar berbulan2 ada fee keterlambatan berubah status jdi jatuh tempo september fee keterlambatan nol,301,0.4792786378932205,11,1
274,halo kak coba buka web ngga kebuka ada trouble,1989,0.4790746240259019,11,2
275,halo tny utk opsi jatuh tempo aro autowithdraw bisa diatur dmn ya aro nya pokok pinjaman bisa diatur hny pinjaman ada biaya utk hasil bunga pinjaman dihasilkan thanks ya,1556,0.4787271479274529,11,1
276,uang diinvest tdk langsung tersalurkan bisa minggu jd kl dipotong tunggu tsb gak p a kl ada gagal bayar kw nya bs tiba2 merestruktur pinjamannya dgn jangka cashflow jd berkurang drastis,1179,0.4775697691723137,11,1
277,kode voucher penukaran fiesta poin nggak valid ya sudah mohon bantuannya,1906,0.4761939027029404,11,2
278,pinjaman product id 72019eb8b dibayar sudah complaint email sudah ada email jawabannya ngambang peminjam kooperatif ukuruan kooperatif nunggak,1928,0.47545238117683797,11,1
279,halo min install ulang aplikasi koinwork android sadar no telpon register salah gagal kirim otp bisa dikoreksi min,1682,0.4752494479867387,11,2
280,kalo pengalaman ga ada isinya gan halaman meminjam bidang usahanya loan statusnya disbursed mirip2 beli kucing dlm karung kalo bidang usaha peminjam high risk derita lu dah,418,0.4743050644444072,11,1
281,portfolio hilang separuh perhatikan penanganan krisisnya maksimal email dibalas mention dibalas instagram dibalas,1779,0.473997608617609,11,1
282,bisa filter u exclude pinjman sd biayai tdk tampil marketplace apps gimana nya,1117,0.4714057698556097,11,2
283,sudah difollow up call center dikirimkan e mail mohon diakselerasi ya tks,1470,0.4685803520251285,11,2
284,orang pastinya bisa investasi dg mudah total return deposito bank rate lps update,1276,0.4685566666372091,11,2
285,"tiktokHe Wei Xin Zhun Bei Qi Su Mei Guo Feng Sha Ling ,Hua Wei Bai Su Bu Li Qi Sheng Su Qian Jing dlvr it rdn1by",1255,0.4684850864010198,11,2
286,min beli voucher digitnya ga ada ya guxbzmnwyd,325,0.4680661900358279,11,2
287,min gimana ya access detail portfolio android,1734,0.4673990951631163,11,2
288,duitnya disita periode dikembalikan bunga atuh gitu duitnya gw taruh saham 6cu0j0mmd1,1973,0.467388573537853,11,1
289,screenshot excel sudah ada excelnya kirim langsung hapus buatlah ulang ngomong manis2 cerna benedicto benedictooo,115,0.4673852081407408,11,2
290,iyaa undip kuliah semarang ga liat kanjeng ya kanjeng msh sd ya,738,0.4672590607471442,11,2
291,keuntungan koin takut kehilangan dana tips ada sumber dana cash koin koin grade c return tertinggi marketplace ada grade d e jarang ada check out,245,0.4663741120635972,11,2
292,p2p rb fl udh paid tp sampe ada terima gmn nih,915,0.4647285697799318,11,2
293,tanya ada pendanaan gagal bayar sudah ada pembayaran berturut2 dianggap gagal bayar dikembalikan dana provision fund ya mohon penjelasannya thanks,250,0.4643152993033343,11,1
294,withdrawal mei failed udah coba website tolong cepat perbaiki,341,0.4629509765103196,11,1
295,dear tampilan user friendly susah gimana carany menampilka detail list portfolio lupa bisa dibantu,1630,0.4607340293762847,11,2
296,kirim email ngak prnh balas ya,912,0.460284556128697,11,2
297,bukti trasfer email gak ada respon gqikjihoi1,1593,0.4602769219517195,11,1
298,nuker fiesta pointnya gimana ya dikatalog ngk ada,1904,0.4602635565590653,11,2
299,laporan laba rugi menunya udah ga ada,920,0.4602609242549092,11,2
300,gak bisa dibuka ya,1813,0.4602430206884954,11,2
301,says sudh kirim keluhan e mail tlg direspon,1143,0.4602075560272042,11,2
302,min dah niat bgt neh gw b7lqtiypan,590,0.4601788914893071,11,2
303,met sore kapau dsna sudah tersalur bgmn min portofolio ada keterangan upcoming,1398,0.4601386017316645,11,1
304,bisa ya aplikasi website,1551,0.4601083719959925,11,2
305,212019fb3f coruadeny gmail tolong konfirmasi secepatnya via email,1442,0.460104711571085,11,1
306,bisalah ntar nginvest pertahun bunganya ahay pokoknya mayan laah tambahan2 ngebucin oppa haha gak deng simpenan ajaa bebqu hal2 gaskeeeuun n8erxvwmpn,1230,0.4600675337990748,11,2
307,update profil kol gak bisa ya,1773,0.4600462377059729,11,2
308,iyaa emang ga kemana teh,789,0.4597342637065466,11,2
309,befanya dr arah pendanaan bidang bisnis edukasi perusahaan a butuh dana 1m mendanai dr 100rb sampe 1m terkumpul jd bisa danai dianggap,181,0.4592017591159502,11,2
310,loan grade b nunggak nunggu cair dana proteksi gt loan grade a nunggak pdhl jatuh tempo diemail ga dibales ditelpon bilangnya cek mulu datengin kali ya,1448,0.4569031676405258,11,1
311,ya bisa respon sebelibet gini sekedar status deposit diproses sudah minggu cek h120ebigoo,1587,0.4562064133857777,11,1
312,sdh investasi mar19 ada gagal bayar skrg apr20 returnnya jd dana sy sia2 kw dipotong tolong dgn details,612,0.4557963795693184,11,1
313,min withdrawal salah masukin norek ganti noreknya gimana ya,23,0.4544615038770856,11,1
314,sudah reinstall stopped working lemot ya tdk bisa pengecekan portfolio peminjam scheduled nya mengatasinya tks,1786,0.4535891324338374,11,2
315,malam min bingung pakek aplikasi diupdate gimana ya liat total modal keuntungan diaplikasi bisa liat langsung portofolionya,1415,0.4525809017267892,11,2
316,min web nya down nya bgt nasib uang lender gmn neh ojkindonesia,1816,0.4521209863470636,11,2
317,anw tertarik invest p2p lending bisa pakai ya sudah setahun gw invest ya lumayan start 100rb udah bisa lakuin pendanaan masukin kode reff gw a84959 biar dapet 350rb koin u pendanaan mu klik onelink me lgvi 96ef420c,296,0.4519938634822104,11,2
318,apps ga bisa dibuka ada ya,1733,0.44888892733988506,11,2
319,mohon ditindak lanjuti min voucher beli ga bisa,324,0.448733992038209,11,2
320,min udah november belun tersedia aplikasinya mandiri fiesta,1969,0.4481777448280516,11,2
321,udah lihat info menarik gak tweeps tim bu ibuk demen banget uang belanja bulanan ye hasil beughh gede deposito mah vblcmlij5t,1257,0.4466848212342716,11,2
322,halo gak direspon skali dm gimana nih ojkindonesia ylki id,1399,0.445891574931046,11,1
323,halo kak akun legal blm verifikasi yah tanggal blm bisa pendanaan karna terkendala mohon bantuannya,221,0.4442925413645043,11,2
324,sampe kpn ga bs login via aplikasinya cb login via website jg ga bs hadehhhh hadehh,1713,0.4434032312460314,11,2
325,via dm yah min udah coba kirim kendalanya,1771,0.4409265296680885,11,2
326,pinjaman produk id 920193ec2 gradea november pembayaran dibayar mohon dicairkan dana proteksi,1049,0.4403247240261228,11,1
327,buntung sudah bunganya eh modal pokok pinjaman hilang jejak ada kejelasan nasib investasi,891,0.4397418691088308,11,2
328,sudah dm ya tlg dibantu email support blm dijwb,988,0.4395816231094485,11,2
329,error ya min gak muncul list nya y0690dljey,886,0.4387823037412519,11,2
330,eh iya ada himbauan baliho ya hindari bersalaman dianggap lebay loh gara2 menangkupkan tangan dada,779,0.4377733438989397,11,2
331,min dm lwt ig trs ada tlp kode ygbdikirim ib bri sebutin ga saldo berkurang koq bisa ya dm akun terverifiksai balasnya penipu tau isi dm,657,0.4364202876876547,11,2
332,gimana gue login keluarnya gini gw update gada tombol2 klik nya gimana gw bisa login ud gw email support puluhan kali gada balesan parah zfyhzlo75y,1519,0.43521597106417,11,2
333,nyimak nih mas aman ga sih ko n ga selese2 kalo ada gagal bayar trs ada tanggung dr nya,1420,0.4331149671981757,11,2
334,pagi min cek portfolio aplikasi gagal memuat ya browsing buka web ada gangguan s1hxf8gmps,1559,0.42738826655677215,11,2
335,gan trouble nih udah chat via dm nggak dibales,1743,0.4263093730310373,11,2
336,mandiricare halo admin penukaran fiestapoin dgn koin aplikasi menunya ga muncul nih tgl desember,1659,0.4246378419584799,11,2
337,tnya porto ada already paid partially kira2 pelunasan nya max brp ya sudah indikatornya msih warna orange,1978,0.42378723939681656,11,1
338,tau gak sih tweeps gaes kalo pengguna mengalami peningkatan,1340,0.4220561414658986,11,2
339,halobca pagi tanya top up saldo bca virtual account memasukan no virtual account disitu tertulis tagihan tersedia ya trims,1997,0.42130818206733545,11,2
340,bingung bisa ada iklan diselingan iklan pusat sejarah markas tni coba cek dibalik,1183,0.4210857450440216,11,2
341,kalo pendanaan tenor 1bulan pengembalian dana bunga nya,878,0.4202477697164047,11,1
342,hai mimin titip salam mark bruny yah bilangin kalo udah available posisi kemarin yach,174,0.4191740846233406,11,2
343,okay thanks min grace periodnya ya dinyatakan pinjaman defaulted,1858,0.41729458249015583,11,2
344,input nomor rekening ga bisa tersimpan saldo,1596,0.4156578606673876,11,2
345,jg gak masuk2 infonya jg trus website ad pendanaan aktif total invest jd bingung,1760,0.4155535475763248,11,2
346,"Hao Pai Da Lan , Ming Men Bei Wo ,Ya Li Xia Zhong Gong Zhong Ti Gai Ge dlvr it rdqpd0",1642,0.41516983434770055,11,2
347,coba wd tarik dana klik kotak nominal langsung force close edit akun bank masukkan bisa ya,1699,0.41515817215207257,11,2
348,Mei Guo Yao Qiu Xiang Gang Chu Kou Huo Wu Geng Huan Biao Qian Mao Yi You Hui Jiu Ci Zhong Jie dlvr it rdqztp,462,0.4151331561446537,11,2
349,Mei Guo Yao Qiu Xiang Gang Chu Kou Huo Wu Geng Huan Biao Qian Mao Yi You Hui Jiu Ci Zhong Jie dlvr it rdqztp,899,0.4151331561446537,11,2
350,""" resign bro habis "" ""lhoala trus ganti kemana "" "" jogja"" ig ads muncul ga gila tuh percakapan lisan loh",1669,0.4147278505740352,11,2
351,ultra voucher kak voucher ada ya,1067,0.4143344665389709,11,2
352,hei sodariku caca sebangsa tanah sebangsa air kuliah rajin ya jngn malas2san bisa jd lulusan terbaik,751,0.4141365453895625,11,2
353,aplikasi ngak bisa ya stlh update slalu not responding mentok doang logo,1785,0.4140681154586552,11,2
354,selamat pagi bisa akses yah,1806,0.41359541128918104,11,2
355,ga males suka kuliah ga online,748,0.4134800336253017,11,2
356,kayaknya apply deh asetku milih applynya gampang bingung navigate ui uxnya info assets manage jatuh temponya pendanaan telat ngga ada suka error error,569,0.41338301721964377,11,2
357,iya ditelpon butuh beroperasi sedia sayangnya ga bisa janjikan beroperasi normal,1742,0.4133354454222904,11,2
358,mandirifiesta halo penukaran voucher gk ada dimenua ya,1885,0.412507686002353,11,2
359,akun yah tdk jd koin bonus 350rb utk pendanaan bisa dicairkan diakhir tenor,1562,0.4120620834738323,11,1
360,narik duit gini udh update aplikasi terrrrbaru yi2xddqgyp,1721,0.4117758612714995,11,2
361,sudah upload ktp kemarin disuruh update ya mengambil foto ktp tombolnya bisa ditekan,1618,0.4095524282789262,11,2
362,sudah update apl gak bisa login otp gak terkirim,1801,0.4089358574326293,11,2
363,mah deh nabung bisa dapet bunga pertahun 29ii26kr7t,1251,0.4069516145788656,11,2
364,tolong cek min perjanjian oktober tp sampe ga uangnya mstsbjvvsn,1458,0.4065472102045979,11,1
365,dear team mohon dicek topup saldo blm masuk dgn no invoice,1684,0.4058857833328355,11,1
366,min layout pc sy maintenance krn via hp jg ga bs dibuka blank need ur info thanks fnou2lb2py,1747,0.4040674556255361,11,2
367,gak ada investasi bikin modal bangun candi prambanan malem bisa dapet ratusan pake rp bisa invest untung melimpah pake loh,1220,0.4031952744310401,11,2
368,haloo blm bisa login ya udah update coba fast respons,1757,0.4024665332734256,11,2
369,iya mohon dipercepat prosesnya ya terima kasih,1518,0.3991444016786837,11,2
370,daftar sadar ada kesalahan penulisan email tulisan konfirmasi email bisa mengganti email,1977,0.3988615359595433,11,2
371,gimana mengupload dokumen tambahan ada proses pengajuan pinjaman dokumen maksudnya agsvkwgljv,874,0.39842568582633103,11,2
372,kalo sistem p2p lending percaya sih lumaian coba2 haha ga berani nyimpen gede takut tetep seneng deposito bank bunga nya aman handokotjung status ...,985,0.3982095132224182,11,2
373,halo loan id 212020003a apakabar ya udh telat,470,0.3970699395972301,11,1
374,ada perbedaan dana web skrg lihat total nilai akun bisa gagal memuat data,1748,0.3960401972833204,11,2
375,halo sobat sebangsa setanah air bgmna dgn kabar ada suka berpergian kalo gada kepentingan mendesak dirumahaja dpt wa dr tmn ngingetin stay rumah dukung gerakansocialdistancing tingkat penyebaran virus menurun sb4lczr94y,827,0.3958506883005985,11,2
376,gimana ya progress tulisannya 1x tulisannya lunas pls explain 6c6sownxgd,1644,0.3928268319260377,11,2
377,senasib bro ga transparan qzrmtomeaf,227,0.3927775113900268,11,2
378,pinjem duit bisa gak heheheh,1608,0.3927592712845451,11,2
379,ya kirimkan email inbox ya,632,0.3927570885191915,11,2
380,situsnya ga bisa dibuka,1985,0.39275324452289584,11,2
381,autopurchase ko ga bisa ubah ynmpy0iv16,214,0.3927532445228868,11,2
382,error ya min 5xgcg4tgpn,1000,0.3927411712066075,11,2
383,gak bisa ditelpon ya skarang ktxh8zhrli,1592,0.3927270585351572,11,2
384,parah dah aplikasi isypgodhy4,1720,0.3927270107500345,11,2
385,aww mlu bgt gak khawatir over budget seva id ada fitur beli produk sesuai anggaran masukin estimasi dp angsuran biar kalkulasi rekomendasiin mobil cocok,1113,0.3927124652467533,11,2
386,udah direply ya min,1693,0.392699759366574,11,2
387,email support kaga dibales nihhh min bantulah,1561,0.39262752548171503,11,2
388,kek gitu nih ya,158,0.3925924966532111,11,2
389,teteh ud rumah udh bberapa pdhl gatel pen nge mall,742,0.3925701665738345,11,2
390,ada perbedaan nilai penerimaan bunga web,1631,0.3925184042331948,11,2
391,setting aplikasi memunculkan notifikasi ada calon borrowers dgn kriteria,293,0.3925028708558363,11,2
392,down ya bisa login 9yc0fn1suv,996,0.3924159104614217,11,2
393,izzah kuliah d mna ya,746,0.3924038996523511,11,2
394,tweep gaes ada tau,1341,0.3923953338541474,11,2
395,sudah loh sesuai janji,1433,0.3923604265478493,11,2
396,knp portfolio nol,1774,0.3923417180688916,11,2
397,ada resikonya hidup pilihan,729,0.39231779683403606,11,2
398,ga bisa tidur belanja hadeuh,219,0.3922722700745127,11,2
399,min mandirifiesta udah nuker fiesta pin voucher kodenya gagal pointku udah kepotong bisa dm gak,1931,0.3894810380340829,11,2
400,gaboleh gitu bro barusan dapet investor doi daveseta status ...,1744,0.38852552401068624,11,2
401,emas bagus pegadaian skrg byk ky gt beli emas digital ada toped ato pegadaian lgsg dana kalo udah nyampe brp gram bisa dicetak,29,0.3876566816016425,11,2
402,website ga bisa lihat info detail peminjam,1725,0.38691833965419226,11,2
403,mohon dibantu sudah sent dm,856,0.38611657172502334,11,2
404,udah invest hr ngga mengecewakan npl portfolio pribadi,618,0.3855073998033856,11,2
405,portofolio gk kebaca yah versi hp web versi hp gk kebaca rincian pemberian pinjaman fitur laporan tahunan dihapus ya tolong ada big update pake server pengujian maksa live kayak gini,1761,0.3851680489372011,11,2
406,juli investasi loan id 212019e483 proposal grade a3 tenure jatuh tempo pembayaran oct untung dapatkan berinvestasi fyicr7jr9m,892,0.3849967810289655,11,1
407,pd summary akun cash ribu total principal juta account value juta withdrawal cash kemana total principal pinjol pinjamanonline,1847,0.3842977085045551,11,1
408,asetku kalo ga salah tkb nya ya bang kalo keknya ganyampe ya p2p ada galbay ga,670,0.3835494477433348,11,2
409,udah pake aplikasi versi terbaru disuruh update,1627,0.3828453945946271,11,2
410,sampe detik auto purchase cs official upgrade apps gak udah lapor by email ada rspon instagram p b70cjlpahl6 igshid 1j6cfzdklquii ...,1468,0.381149212408684,11,1
411,cobain main dapet voucher gratisan gak ngerti ya udah skip,77,0.3802990270958868,11,2
412,min bisa utk update profile yah,1762,0.3793862191072724,11,2
413,usul saring filter pinjaman sudah dipinjami double mendanai pinjaman aplikasi,1751,0.3788843991948341,11,2
414,serius harap langsung cair investor dah bbrp kali dapet loan ngga ada pembayaran usaha ngejar dana proteksi bisa turun tergantung grade loan danai,1449,0.378164570256156,11,1
415,ya foto selfie ktp pending sudah seminggu nih,167,0.37660542941852176,11,2
416,ga ada tindakan nih dr utk peminjaman 2120193c23,991,0.3765011000791443,11,1
417,dibutuhkan persiapan matang ya emang sih ngumpulin modal nggak mudah ada tips bisa coba pasangan modal nikah tips menabung persiapan nikah dilansir,491,0.3763846297881706,11,2
418,sharing pengalaman jajal november walopun micnya rusak mudah2an bisa bermanfaat yo kuy merapat giveaway tambahan modal investasi bisa... instagram p b7ec0d6hp0k igshid 3t4ukgu2rfd3 ...,1536,0.37573695873887264,11,2
419,investasi loan id 212019e483 proposal grade a3 tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong iyxuey9t34,869,0.3730838219651743,11,1
420,investasi loan id 212019e483 proposal grade a3 tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong whfzlchea3,870,0.3730838219651743,11,1
421,investasi loan id 212019e483 proposal grade a3 tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,871,0.3730838219651743,11,1
422,investasi loan id 212019e483 proposal grade a3 tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,887,0.3730838219651743,11,1
423,investasi loan id 212019e483 proposal grade a3 tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,888,0.3730838219651743,11,1
424,investasi loan id 212019e483 proposal grade a3 tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,889,0.3730838219651743,11,1
425,halo admin bisa log in kode otp nya terima tolong diperbaiki,1020,0.3720372176113153,11,2
426,maintenance ya bayar ga bisa ya,1820,0.3712388060924064,11,2
427,lumayan banget denga bunga bisa mewujudkan impian lo ketimbang ditaruh deposito bank,1256,0.37067632797808187,11,2
428,update versi terbaru skrng hilang factsheet nya informasi total bunga terimah,1799,0.3695202082803482,11,2
429,dear sla process funding pencairan peminjam ya sudah status funding process berubah do i have to wait this long x9xw45nunl,1413,0.3694515982947743,11,1
430,bisa coba p2p lending bisa 100rb coba udah kaya jg cashback koin welcome koin nya senilai 350rb cmiiw,931,0.3686560459052238,11,2
431,iya sudah simulasi memasukkan kode voucher pas diklik kolomnya layar blank dashboard,1051,0.3675953683400366,11,2
432,to jokowi sbg rakyat mencoba utk mengembangkan assetnya kecil2an fintek2 sprti cashwogon sdh sah terdaftar ojkindonesia terkadang ragu jg jiwasraya asabri,1162,0.3675239356364999,11,2
433,bergabung sejak2017statusnya penarikanpenyetoranlancar peminjam mayoritasbayartepatwaktu jan2020 web berubah diutamakan apps status android apps crash data ktp bankhilang bisa direstoresudah lapor cs ada progress3hari,1472,0.3667880579037626,11,1
434,skrg juni ada kejelasan ojkindonesia mediaindonesia mediakonsumenid,232,0.366384741056196,11,1
435,iya sudah patuhi penyebaran virus tdk parah,728,0.3652700420757625,11,2
436,sipp trima kasih admin langsung masuk,1681,0.3616635855313505,11,2
437,mamah maaf ya sudah ada wifi rumah meeting pakai video call pakai wifi ajah ya uang pulsanga tabung invest czheqket10,776,0.36166205987083294,11,2
438,halo dilovers rangka kartini april dilobalikpapan mengadakan seminar women money loh wanita uang min kalo penasaran yuk join langsung link ada... instagram p b cgpdmgrix igshid dmsivpz26zxt ...,539,0.3590004405258096,11,2
439,invest bisa banget min pilihan bunga beragam tergantung risiko ada sampe join jg bisa dapet bonus koin 350rb dgn gunain kode nm82676 tinggal click onelink me lgvi 9f93104b,104,0.3574239321277443,11,2
